,word,frequency,crucial subject specific word,optional subject specific word,all other words
1201,club,4,,,1
1202,england,4,,1,
1203,professional,4,,,1
1204,occupations,4,,,1
1205,professions,4,,,1
1206,britain,4,,1,
1207,stretch,4,,1,
1208,emphasis,4,,,1
1209,pursue,4,,,1
1210,consumption,4,,1,
1211,communities,4,,1,
1212,incur,4,,1,
1213,contribution,4,,1,
1214,fits,4,,,1
1215,remote,4,,,1
1216,tsunamis,4,,1,
1217,rise,4,,,1
1218,opinion,4,,,1
1219,vocabulary,4,,,1
1220,explores,4,,,1
1221,sure,4,,,1
1222,choreographically,4,,1,
1223,drawing,4,,,1
1224,diagrams,4,,1,
1225,fosters,4,,,1
1226,curious,4,,,1
1227,rigorous,4,,,1
1228,chartered,4,,1,
1229,sectors,4,,1,
1230,unity,4,,,1
1231,assessments,4,,,1
1232,enabling,4,,,1
1233,websites,4,,,1
1234,delivered,4,,,1
1235,facts,4,,,1
1236,regular,4,,,1
1237,identify,4,,,1
1238,africa,4,,1,
1239,giving,4,,,1
1240,advertising,4,,1,
1241,discuss,4,,,1
1242,seen,4,,,1
1243,tolerance,4,,1,
1244,differences,4,,,1
1245,thing,4,,,1
1246,glaciation,4,,1,
1247,lagos,4,,1,
1248,said,4,,,1
1249,fascinating,4,,,1
1250,affecting,4,,,1
1251,television,4,,,1
1252,programmes,4,,,1
1253,articles,4,,,1
1254,analyst,4,,1,
1255,servant,4,,1,
1256,helping,4,,,1
1257,languages,4,,,1
1258,asking,4,,,1
1259,crime,4,,1,
1260,supplies,4,,,1
1261,central,4,,,1
1262,sustainably,4,,1,
1263,comprises,4,,,1
1264,ensure,4,,,1
1265,technical,4,,1,
1266,forecasting,4,,1,
1267,gcses,4,,,1
1268,ideal,4,,,1
1269,lecturer,4,,,1
1270,several,4,,,1
1271,widely,4,,,1
1272,shown,4,,,1
1273,cardinal,4,,,1
1274,cambridge,4,,1,
1275,archaeology,4,,1,
1276,judgements,4,,,1
1277,region,4,,1,
1278,occurring,4,,,1
1279,doors,4,,1,
1280,nationally,4,,1,
1281,electroencephalography,4,,1,
1282,responding,4,,,1
1283,geopolitical,4,,1,
1284,sessions,4,,,1
1285,feature,4,,1,
1286,liverpool,4,,1,
1287,west,4,,1,
1288,express,4,,,1
1289,upland,4,,1,
1290,modules,4,,,1
1291,ao,4,,,1
1292,recall,4,,,1
1293,length,4,,1,
1294,abroad,4,,,1
1295,faculty,4,,,1
1296,behaviour,4,,,1
1297,gcsepaper,4,,,1
1298,unique,4,,,1
1299,illustrate,4,,,1
1300,spend,4,,,1
1301,choreography,4,,,1
1302,famine,4,,1,
1303,point,4,,,1
1304,academically,4,,,1
1305,nazi,4,,1,
1306,language,4,,,1
1307,specifications,4,,,1
1308,air,4,,,1
1309,morenet,4,,,1
1310,regularly,3,,,1
1311,highlights,3,,,1
1312,google,3,,,1
1313,caboodle,3,,,1
1314,focussing,3,,,1
1315,relation,3,,,1
1316,conducting,3,,,1
1317,reference,3,,,1
1318,suited,3,,,1
1319,wondered,3,,,1
1320,graded,3,,,1
1321,period,3,,,1
1322,compliments,3,,,1
1323,consists,3,,,1
1324,blend,3,,,1
1325,meet,3,,,1
1326,technological,3,,1,
1327,vision,3,,,1
1328,sequence,3,,,1
1329,sound,3,,,1
1330,evaluative,3,,,1
1331,creativity,3,,,1
1332,incredibly,3,,,1
1333,equips,3,,,1
1334,underpin,3,,,1
1335,navigation,3,,1,
1336,seeks,3,,,1
1337,surroundings,3,,1,
1338,conditions,3,,1,
1339,interdenominational,3,,1,
1340,promotes,3,,,1
1341,survive,3,,1,
1342,listening,3,,,1
1343,wishing,3,,,1
1344,combine,3,,,1
1345,guardian,3,,,1
1346,differing,3,,,1
1347,encompasses,3,,,1
1348,religious,3,,1,
1349,recent,3,,,1
1350,stories,3,,,1
1351,achieving,3,,,1
1352,simply,3,,,1
1353,accountancy,3,,,1
1354,industries,3,,1,
1355,legal,3,,,1
1356,non,3,,,1
1357,logistics,3,,,1
1358,employability,3,,,1
1359,even,3,,,1
1360,deeply,3,,,1
1361,regard,3,,,1
1362,pressures,3,,,1
1363,creates,3,,,1
1364,broken,3,,,1
1365,programme,3,,,1
1366,summary,3,,,1
1367,task,3,,,1
1368,guidance,3,,,1
1369,bay,3,,1,
1370,biosphere,3,,1,
1371,routes,3,,,1
1372,once,3,,1,1
1373,marine,3,,1,
1374,disaster,3,,,
1375,assessing,3,,,1
1376,eden,3,,1,
1377,destinations,3,,,1
1378,forward,3,,,1
1379,conducted,3,,,1
1380,naples,3,,1,
1381,equipped,3,,,1
1382,already,3,,,1
1383,starting,3,,,1
1384,bridges,3,,,1
1385,lifethe,3,,,1
1386,desertsunit,3,,,1
1387,geomorphological,3,,1,
1388,biological,3,,1,
1389,meteorological,3,,1,
1390,governed,3,,1,
1391,indirect,3,,,1
1392,arise,3,,,1
1393,adapting,3,,,1
1394,adapt,3,,,1
1395,again,3,,,1
1396,threats,3,,1,
1397,fragile,3,,1,
1398,janeiro,3,,1,
1399,reduced,3,,,1
1400,intermediate,3,,,1
1401,corporations,3,,1,
1402,contrast,3,,,1
1403,transfer,3,,1,
1404,implications,3,,1,
1405,intellectual,3,,,1
1406,debating,3,,,1
1407,benefit,3,,1,
1408,megacities,3,,1,
1409,rocks,3,,1,
1410,manchester,3,,1,
1411,compared,3,,,1
1412,clean,3,,,1
1413,outlook,3,,,1
1414,forestry,3,,1,
1415,specialising,3,,,1
1416,intent,3,,,1
1417,empower,3,,,1
1418,surrounding,3,,,1
1419,geo,3,,1,
1420,thus,3,,,1
1421,structured,3,,1,
1422,weaknesses,3,,1,
1423,later,3,,,1
1424,contain,3,,,1
1425,far,3,,,1
1426,reflecting,3,,,1
1427,outlined,3,,,1
1428,drive,3,,,1
1429,firm,3,,,1
1430,knowledgeable,3,,,1
1431,foreign,3,,1,
1432,pursuits,3,,,1
1433,percentage,3,,,1
1434,lake,3,,1,
1435,protection,3,,,1
1436,plays,3,,,1
1437,geographythe,3,,,1
1438,module,3,,,1
1439,edexcel,3,,,1
1440,practise,3,,,1
1441,ready,3,,,1
1442,robust,3,,,1
1443,distance,3,,1,
1444,plethora,3,,,1
1445,enthusiasm,3,,,1
1446,forest,3,,1,
1447,certain,3,,,1
1448,boardinghouse,3,,,1
1449,boil,3,,,1
1450,mega,3,,,1
1451,cutting,3,,,1
1452,edge,3,,,1
1453,comprehensive,3,,,1
1454,embedded,3,,,1
1455,addresses,3,,,1
1456,scope,3,,,1
1457,runs,3,,,1
1458,dixon,3,,,1
1459,community,3,,,1
1460,journey,3,,1,
1461,address,3,,,1
1462,majority,3,,1,
1463,ensuring,3,,,1
1464,citizenship,3,,1,
1465,nc,3,,,1
1466,needs,3,,,1
1467,yorkshire,3,,1,
1468,hope,3,,,1
1469,naturally,3,,,1
1470,discussing,3,,,1
1471,stakes,3,,,1
1472,receive,3,,,1
1473,employed,3,,,1
1474,sales,3,,,1
1475,act,3,,,1
1476,promote,3,,,1
1477,exposed,3,,,1
1478,varying,3,,,1
1479,sea,3,,1,0
1480,framed,3,,,1
1481,active,3,,,1
1482,background,3,,,1
1483,spatial,3,,1,0
1484,birmingham,3,,1,0
1485,holiday,3,,1,0
1486,stay,3,,,1
1487,usa,3,,1,0
1488,worldwide,3,,1,0
1489,olympic,3,,,1
1490,agency,3,,1,0
1491,culture,3,,1,0
1492,list,3,,,1
1493,nowhere,3,,,1
1494,climatic,3,,1,0
1495,fit,3,,,1
1496,journalist,3,,1,0
1497,numbers,3,,,1
1498,plenty,3,,,1
1499,trends,3,,,1
1500,psychology,3,,1,0
1501,internationally,3,,1,0
1502,publishing,3,,,1
1503,settlement,3,,1,0
1504,elsewhere,3,,,1
1505,paling,3,,,1
1506,occur,3,,,1
1507,glaciated,3,,1,0
1508,back,3,,,1
1509,complexity,3,,,1
1510,appreciating,3,,,1
1511,bridge,3,,,1
1512,feel,3,,,1
1513,successfully,3,,,1
1514,according,3,,,1
1515,th,3,,,1
1516,training,3,,,1
1517,colleges,3,,,1
1518,frequently,3,,,1
1519,employmentgeography,3,,,1
1520,schools,3,,,1
1521,methodology,3,,1,0
1522,visited,3,,,1
1523,wwweducatescouk,3,,,1
1524,click,3,,,1
1525,site,3,,,1
1526,climatologist,3,,1,0
1527,possess,3,,,1
1528,handle,3,,,1
1529,urinalyses,3,,,1
1530,baccalaureate,3,,,1
1531,security,3,,1,0
1532,classes,3,,,1
1533,expectations,3,,,1
1534,showing,3,,,1
1535,vs,3,,,1
1536,amersham,3,,1,0
1537,objectives,3,,,1
1538,rewarding,3,,,1
1539,styles,3,,,1
1540,cause,3,,,1
1541,examfieldwork,3,,,1
1542,igcse,3,,,1
1543,questionspaper,3,,,1
1544,film,3,,,1
1545,offered,3,,,1
1546,inquisitive,3,,,1
1547,gateway,3,,,1
1548,testing,3,,1,0
1549,tackles,3,,,1
1550,advantage,3,,1,0
1551,invaluable,3,,,1
1552,insight,3,,,1
1553,text,3,,,1
1554,audio,3,,,1
1555,method,3,,1,0
1556,watch,3,,,1
1557,may,3,,,1
1558,event,3,,,1
1559,library,3,,,1
1560,depending,3,,,1
1561,externally,3,,,1
1562,fortnight,3,,,1
1563,advanced,3,,,1
1564,sample,3,,1,0
1565,arrows,3,,,1
1566,specimen,3,,1,0
1567,insert,3,,,1
1568,holderness,3,,,1
1569,suit,3,,,1
1570,confident,3,,,1
1571,researcher,3,,,1
1572,situation,3,,,1
1573,line,3,,,1
1574,lines,3,,,1
1575,flow,3,,,1
1576,spread,3,,,1
1577,weighting,3,,1,0
1578,damage,3,,1,0
1579,dorset,3,,1,0
1580,changed,3,,,1
1581,documentaries,3,,1,0
1582,review,3,,1,0
1583,daughter,3,,,1
1584,mathematics,3,,1,0
1585,schoolteacher,3,,,1
1586,ethics,3,,1,0
1587,page,3,,,1
1588,carrying,3,,,1
1589,awarded,3,,,1
1590,wish,3,,,1
1591,understan,3,,,1
1592,ding,3,,,1
1593,lic,3,,,1
1594,favourite,3,,,1
1595,somehow,3,,,1
1596,hogan,3,,,1
1597,questioning,2,,,1
1598,anyhow,2,,,1
1599,resulting,2,,,1
1600,unfamiliar,2,,,1
1601,photos,2,,1,0
1602,sketches,2,,1,0
1603,guides,2,,,1
1604,purchase,2,,,1
1605,experiencing,2,,,1
1606,enquire,2,,,1
1607,carefully,2,,,1
1608,reasoned,2,,,1
1609,institutions,2,,,1
1610,deal,2,,,1
1611,agent,2,,,1
1612,gaining,2,,,1
1613,counts,2,,,1
1614,preparing,2,,,1
1615,conjunction,2,,,1
1616,departmental,2,,,1
1617,issuesthe,2,,,1
1618,managing,2,,,1
1619,coursehow,2,,,1
1620,landscapeshuman,2,,,1
1621,interconnections,2,,,1
1622,reflective,2,,,1
1623,universitygeography,2,,,1
1624,grounding,2,,,1
1625,outdoor,2,,1,0
1626,leading,2,,,1
1627,damaging,2,,1,0
1628,wind,2,,,1
1629,principles,2,,,1
1630,cartography,2,,1,0
1631,extends,2,,,1
1632,citizenswe,2,,,1
1633,multi,2,,,1
1634,faceted,2,,,1
1635,hear,2,,,1
1636,nuclear,2,,1,0
1637,volcanic,2,,1,0
1638,eruptions,2,,1,0
1639,tackled,2,,,1
1640,ranges,2,,,1
1641,literature,2,,,1
1642,visiting,2,,,1
1643,stress,2,,,1
1644,consequently,2,,,1
1645,identified,2,,,1
1646,desirable,2,,,1
1647,classroomthe,2,,,1
1648,integrated,2,,,1
1649,suggest,2,,,1
1650,affected,2,,,1
1651,afford,2,,,1
1652,emerge,2,,,1
1653,assist,2,,,1
1654,focussed,2,,,1
1655,steps,2,,,1
1656,combined,2,,,1
1657,anthropology,2,,1,0
1658,medical,2,,,1
1659,locational,2,,1,0
1660,concept,2,,,1
1661,conceptual,2,,,1
1662,intention,2,,,1
1663,rights,2,,,1
1664,carding,2,,,1
1665,valley,2,,1,0
1666,shropshire,2,,1,0
1667,climates,2,,1,0
1668,hundreds,2,,,1
1669,average,2,,1,0
1670,join,2,,,1
1671,preference,2,,,1
1672,comprised,2,,,1
1673,restless,2,,,1
1674,words,2,,,1
1675,influenced,2,,,1
1676,countryside,2,,,1
1677,polar,2,,,1
1678,secure,2,,,1
1679,brought,2,,,1
1680,italy,2,,,1
1681,branch,2,,,1
1682,pilot,2,,,1
1683,started,2,,,1
1684,skillsin,2,,,1
1685,themeunit,2,,,1
1686,changesection,2,,,1
1687,managementunit,2,,,1
1688,derived,2,,,1
1689,proposed,2,,,1
1690,president,2,,,1
1691,revisited,2,,,1
1692,deepening,2,,,1
1693,mitigation,2,,,1
1694,explored,2,,,1
1695,svalbard,2,,1,0
1696,debt,2,,1,0
1697,relief,2,,1,0
1698,trans,2,,,1
1699,provision,2,,,1
1700,extent,2,,,1
1701,trying,2,,,1
1702,production,2,,1,0
1703,lesotho,2,,,1
1704,undertaking,2,,,1
1705,undoubtedly,2,,,1
1706,woodlands,2,,1,0
1707,detailed,2,,,1
1708,salford,2,,1,0
1709,quays,2,,1,0
1710,mature,2,,1,0
1711,organisation,2,,,1
1712,overarching,2,,,1
1713,biggest,2,,,1
1714,enhanced,2,,,1
1715,leaders,2,,1,0
1716,labour,2,,1,0
1717,sketching,2,,1,0
1718,sequencing,2,,1,0
1719,sequenced,2,,1,0
1720,answering,2,,,1
1721,integrate,2,,,1
1722,blocks,2,,,1
1723,coverage,2,,,1
1724,organised,2,,,1
1725,laid,2,,,1
1726,tiered,2,,1,0
1727,equally,2,,,1
1728,eduqas,2,,,1
1729,opting,2,,,1
1730,appeals,2,,,1
1731,complement,2,,,1
1732,meaningful,2,,,1
1733,surrounds,2,,,1
1734,published,2,,,1
1735,electrocardiography,2,,,1
1736,improves,2,,,1
1737,opened,2,,,1
1738,eyes,2,,,1
1739,furtherance,2,,,1
1740,lab,2,,1,0
1741,environmentalist,2,,1,0
1742,carers,2,,,1
1743,combinations,2,,,1
1744,adviser,2,,,1
1745,sensing,2,,,1
1746,nations,2,,1,0
1747,teams,2,,,1
1748,lancaster,2,,1,0
1749,differently,2,,,1
1750,afield,2,,,1
1751,makers,2,,,1
1752,located,2,,1,0
1753,extracts,2,,,1
1754,empathise,2,,,1
1755,firmly,2,,,1
1756,planned,2,,,1
1757,inclusive,2,,,1
1758,delve,2,,,1
1759,instance,2,,,1
1760,predictions,2,,,1
1761,migrants,2,,1,0
1762,technique,2,,,1
1763,spectrum,2,,,1
1764,questionsat,2,,,1
1765,linking,2,,,1
1766,dentistry,2,,,1
1767,listed,2,,,1
1768,enquires,2,,,1
1769,distributions,2,,,1
1770,pick,2,,,1
1771,grid,2,,,1
1772,references,2,,,1
1773,measure,2,,,1
1774,dot,2,,,1
1775,sketch,2,,,1
1776,ground,2,,,1
1777,aerial,2,,,1
1778,fortunate,2,,,1
1779,privileged,2,,,1
1780,dull,2,,,1
1781,ecological,2,,,1
1782,bank,2,,,1
1783,step,2,,,1
1784,difference,2,,,1
1785,lasts,2,,,1
1786,responsible,2,,,1
1787,improving,2,,,1
1788,wwwbbccouk,2,,,1
1789,bite,2,,,1
1790,empowering,2,,,1
1791,backgrounds,2,,,1
1792,stereotypes,2,,1,0
1793,sentence,2,,,1
1794,gave,2,,,1
1795,action,2,,,1
1796,mitigate,2,,1,0
1797,rationale,2,,1,0
1798,position,2,,,1
1799,discrete,2,,,1
1800,overpopulation,2,,1,0
1801,habitat,2,,1,0
1802,loss,2,,1,0
1803,misconceptions,2,,,1
1804,african,2,,1,0
1805,formal,2,,,1
1806,built,2,,1,0
1807,disadvantage,2,,1,0
1808,keeping,2,,,1
1809,track,2,,,1
1810,buy,2,,,1
1811,miles,2,,,1
1812,introducing,2,,,1
1813,phenomena,2,,1,0
1814,david,2,,,1
1815,demographic,2,,1,0
1816,disparities,2,,1,0
1817,mean,2,,1,0
1818,crisis,2,,1,0
1819,malham,2,,1,0
1820,confidently,2,,,1
1821,critique,2,,,1
1822,truth,2,,,1
1823,secured,2,,,1
1824,consist,2,,,1
1825,quizzing,2,,,1
1826,office,2,,,1
1827,enjoyment,2,,,1
1828,challenging,2,,,1
1829,ambassadors,2,,1,0
1830,perception,2,,,1
1831,actively,2,,1,0
1832,democracy,2,,,1
1833,mutual,2,,,1
1834,extending,2,,,1
1835,similarities,2,,,1
1836,comparing,2,,,1
1837,command,2,,,1
1838,harmony,2,,,1
1839,traditions,2,,1,0
1840,info,2,,,1
1841,old,2,,,1
1842,say,2,,,1
1843,committed,2,,,1
1844,instil,2,,,1
1845,imagery,2,,,1
1846,relate,2,,,1
1847,stepping,2,,,1
1848,stone,2,,,1
1849,processing,2,,,1
1850,twitter,2,,,1
1851,destination,2,,,1
1852,anywhere,2,,,1
1853,sahara,2,,1,0
1854,had,2,,,1
1855,entire,2,,,1
1856,pose,2,,,1
1857,atmospheric,2,,1,0
1858,unseen,2,,,1
1859,sports,2,,,1
1860,solution,2,,,1
1861,safe,2,,,1
1862,illuminate,2,,,1
1863,highlight,2,,,1
1864,transition,2,,,1
1865,advance,2,,,1
1866,crucial,2,,,1
1867,skillsstudents,2,,,1
1868,audiences,2,,,1
1869,texts,2,,,1
1870,pictures,2,,,1
1871,conservationist,2,,1,0
1872,accountant,2,,,1
1873,designer,2,,,1
1874,remain,2,,,1
1875,feed,2,,,1
1876,matter,2,,,1
1877,yourself,2,,,1
1878,lie,2,,,1
1879,huge,2,,,1
1880,dangerous,2,,,1
1881,person,2,,,1
1882,republic,2,,,1
1883,juddin,2,,,1
1884,measuring,2,,,1
1885,worst,2,,,1
1886,side,2,,,1
1887,hastings,2,,,1
1888,beach,2,,,1
1889,optionhow,2,,,1
1890,judd,2,,,1
1891,yamaha,2,,,1
1892,led,2,,,1
1893,re,2,,,1
1894,sheets,2,,,1
1895,ve,2,,,1
1896,exists,2,,,1
1897,barack,2,,,1
1898,obama,2,,,1
1899,appropriately,2,,,1
1900,specialistterminologypaper,2,,,1
1901,paperer,2,,,1
1902,minds,2,,,1
1903,catskills,2,,,1
1904,computers,2,,,1
1905,urbanization,2,,1,0
1906,generic,2,,,1
1907,peak,2,,,1
1908,shopping,2,,,1
1909,approximately,2,,,1
1910,eye,2,,,1
1911,thames,2,,1,0
1912,advantages,2,,1,0
1913,accepted,2,,,1
1914,attributes,2,,,1
1915,angles,2,,,1
1916,tomorrow,2,,,1
1917,similarly,2,,,1
1918,greatly,2,,,1
1919,achievement,2,,,1
1920,apprenticeships,2,,,1
1921,managementenvironmental,2,,,1
1922,established,2,,,1
1923,worldthere,2,,,1
1924,marksunit,2,,,1
1925,learned,2,,,1
1926,web,2,,,1
1927,selection,2,,,1
1928,array,2,,,1
1929,target,2,,,1
1930,seas,2,,1,0
1931,happened,2,,,1
1932,supporting,2,,,1
1933,outercourse,2,,,1
1934,oceans,2,,1,0
1935,prospects,2,,,1
1936,room,2,,,1
1937,names,2,,,1
1938,awhile,2,,,1
1939,companies,2,,,1
1940,theories,2,,,1
1941,involving,2,,,1
1942,association,2,,,1
1943,pyramids,2,,1,0
1944,courseassessment,2,,,1
1945,begins,2,,,1
1946,addressing,2,,,1
1947,worldyou,2,,,1
1948,character,2,,,1
1949,skillswhy,2,,,1
1950,named,2,,,1
1951,costa,2,,,1
1952,animals,2,,,1
1953,studiedstudents,2,,,1
1954,holistic,2,,,1
1955,moving,2,,,1
1956,volcano,2,,1,0
1957,islands,2,,1,0
1958,lectures,2,,,1
1959,whitecap,2,,1,0
1960,environmentalism,2,,,1
1961,paperscomponent,2,,,1
1962,accessible,2,,,1
1963,else,2,,,1
1964,add,2,,,1
1965,calculations,2,,1,0
1966,adaptable,2,,,1
1967,wants,2,,,1
1968,examshomework,2,,,1
1969,frequency,2,,,1
1970,happens,2,,,1
1971,finish,2,,,1
1972,pathway,2,,,1
1973,dealing,2,,,1
1974,supplyunit,2,,,1
1975,effectiveness,2,,,1
1976,pretty,2,,,1
1977,span,2,,,1
1978,proficient,2,,,1
1979,parr,2,,,1
1980,stimulus,2,,,1
1981,commitment,2,,,1
1982,fieldworkprogression,2,,,1
1983,mandatory,2,,,1
1984,outdoors,2,,1,0
1985,speller,2,,,1
1986,caregivers,2,,,1
1987,paired,2,,,1
1988,attending,2,,,1
1989,force,2,,,1
1990,themstudents,2,,,1
1991,paleography,2,,,1
1992,courseexam,2,,,1
1993,aide,2,,,1
1994,deciduous,2,,1,0
1995,style,2,,,1
1996,considers,2,,,1
1997,reason,2,,,1
1998,occasions,2,,,1
1999,effectively,2,,,1
2000,describing,2,,,1
2001,minimum,2,,,1
2002,shaping,2,,,1
2003,revise,2,,,1
2004,sentences,2,,,1
2005,times,2,,,1
2006,selectness,2,,,1
2007,reprise,2,,,1
2008,demography,2,,1,0
2009,wand,2,,,1
2010,software,2,,,1
2011,milton,2,,1,0
2012,keynes,2,,1,0
2013,investigationunit,2,,,1
2014,insights,2,,,1
2015,scarborough,2,,1,0
2016,york,2,,1,0
2017,moors,2,,1,0
2018,dedicated,2,,,1
2019,qualificationpaper,2,,,1
2020,resilience,2,,,1
2021,philosophy,2,,,1
2022,inform,2,,,1
2023,lived,2,,,1
2024,kiribati,2,,1,0
2025,consolidate,2,,,1
2026,model,2,,,1
2027,understood,2,,,1
2028,models,2,,,1
2029,conclusion,2,,,1
2030,nation,2,,1,0
2031,mastered,2,,,1
2032,democratic,2,,1,0
2033,members,2,,1,0
2034,qualities,2,,,1
2035,concise,2,,,1
2036,tiers,2,,,1
2037,specifically,2,,1,0
2038,importantly,2,,,1
2039,picture,2,,,1
2040,shows,2,,,1
2041,demands,2,,,1
2042,scatter,2,,,1
2043,proportion,2,,,1
2044,obtain,2,,,1
2045,globalization,2,,1,0
2046,cyclones,2,,1,0
2047,offering,2,,,1
2048,uses,2,,,1
2049,smaller,2,,,1
2050,ocr,2,,,1
2051,comprise,2,,,1
2052,scrapbook,2,,,1
2053,similar,2,,,1
2054,youtube,2,,,1
2055,films,2,,,1
2056,festivals,2,,,1
2057,music,2,,,1
2058,museums,2,,,1
2059,targets,2,,,1
2060,book,2,,,1
2061,ahead,2,,,1
2062,museum,2,,,1
2063,navigate,2,,1,0
2064,evaluationfieldworkgeographical,2,,,1
2065,adventurous,2,,,1
2066,mention,2,,,1
2067,memory,2,,,1
2068,regionally,2,,1,0
2069,dataemployers,2,,,1
2070,jobsgeography,2,,,1
2071,enjoying,2,,,1
2072,selecting,2,,,1
2073,accounts,2,,,1
2074,comes,2,,,1
2075,memorizing,2,,,1
2076,btec,2,,,1
2077,effect,2,,,1
2078,misanthropically,2,,,1
2079,utilising,2,,,1
2080,uks,2,,,1
2081,storeaqaorguk,2,,,1
2082,sp,2,,,1
2083,worldwe,2,,,1
2084,minutespaper,2,,,1
2085,numerous,2,,,1
2086,gradeunit,2,,,1
2087,departments,2,,,1
2088,handling,2,,,1
2089,workplace,2,,,1
2090,flat,2,,,1
2091,memories,2,,,1
2092,keeps,2,,,1
2093,gathered,2,,,1
2094,reviewing,2,,,1
2095,traffic,2,,1,0
2096,fringe,2,,1,0
2097,type,2,,,1
2098,coastlines,2,,1,0
2099,disposal,2,,,1
2100,wwwgeographyorguk,2,,,1
2101,climatology,2,,1,0
2102,cane,2,,,1
2103,eligible,2,,,1
2104,recognises,2,,,1
2105,electroencephalographic,2,,,1
2106,advised,2,,,1
2107,comprising,2,,,1
2108,linksart,2,,,1
2109,expression,2,,,1
2110,sculpture,2,,,1
2111,artict,2,,,1
2112,origin,2,,,1
2113,technologyhistory,2,,,1
2114,historical,2,,,1
2115,warslanguages,2,,,1
2116,product,2,,,1
2117,keywords,2,,,1
2118,languagephil,2,,,1
2119,morals,2,,1,0
2120,policype,2,,,1
2121,facilitiesdt,2,,,1
2122,designing,2,,,1
2123,playmusic,2,,,1
2124,musicmaths,2,,,1
2125,changesenglish,2,,,1
2126,minuit,2,,,1
2127,military,2,,1,0
2128,centred,2,,,1
2129,managementwritten,2,,,1
2130,markscomponent,2,,,1
2131,pmghs,2,,,1
2132,analytics,2,,,1
2133,continues,2,,,1
2134,caused,2,,,1
2135,composed,2,,,1
2136,halewood,2,,,1
2137,academyunit,2,,,1
2138,trademarks,2,,1,0
2139,misconceptionsmonitor,1,,,1
2140,feedback,1,,,1
2141,prompt,1,,,1
2142,swell,1,,1,0
2143,analyses,1,,,1
2144,argue,1,,,1
2145,landscapesunit,1,,,1
2146,ukunit,1,,,1
2147,issueparental,1,,,1
2148,packs,1,,,1
2149,subscribes,1,,,1
2150,textbook,1,,,1
2151,login,1,,,1
2152,cpg,1,,,1
2153,geographyassessment,1,,,1
2154,concerning,1,,,1
2155,unevenly,1,,,1
2156,distributed,1,,1,0
2157,asks,1,,,1
2158,resourcescommunication,1,,,1
2159,coherent,1,,,1
2160,wayinterpretative,1,,,1
2161,dataevaluative,1,,,1
2162,evidenceproblem,1,,,1
2163,evidencecareers,1,,,1
2164,councils,1,,1,0
2165,generally,1,,,1
2166,valued,1,,,1
2167,orangutans,1,,,1
2168,seems,1,,,1
2169,pathwaysgeography,1,,,1
2170,geographygeologyenvironmental,1,,,1
2171,gets,1,,,1
2172,tomorrows,1,,,1
2173,officerinternational,1,,,1
2174,geographyduring,1,,,1
2175,expeditionsgcse,1,,,1
2176,baccyassessment,1,,,1
2177,illuminating,1,,,1
2178,uniting,1,,,1
2179,fine,1,,,1
2180,tuned,1,,,1
2181,encompass,1,,,1
2182,coursegcse,1,,,1
2183,attractive,1,,,1
2184,fewgeography,1,,,1
2185,plannersubject,1,,,1
2186,xxxwhat,1,,,1
2187,researchphysical,1,,,1
2188,orientated,1,,1,0
2189,explorationunderstanding,1,,,1
2190,realise,1,,,1
2191,rated,1,,,1
2192,leaving,1,,,1
2193,itprogression,1,,,1
2194,preferred,1,,,1
2195,youcourse,1,,,1
2196,shore,1,,1,0
2197,farms,1,,1,0
2198,mining,1,,1,0
2199,surface,1,,1,0
2200,immediate,1,,,1
2201,settle,1,,1,0
2202,beck,1,,,1
2203,themgeography,1,,,1
2204,sprawling,1,,1,0
2205,spans,1,,1,0
2206,interconnection,1,,1,0
2207,investigatory,1,,,1
2208,changeexpect,1,,,1
2209,skillsfieldwork,1,,,1
2210,resourcemanagementwrittenexamination,1,,,1
2211,geographicalapplicationsgeographical,1,,,1
2212,skillswrittenexamination,1,,,1
2213,courtliness,1,,,1
2214,employerspost,1,,,1
2215,coursedo,1,,,1
2216,conserve,1,,,1
2217,taskthe,1,,,1
2218,prove,1,,,1
2219,studiesaims,1,,,1
2220,delicate,1,,,1
2221,worldsstyle,1,,,1
2222,discovery,1,,,1
2223,essay,1,,,1
2224,discussionsteaching,1,,,1
2225,lay,1,,,1
2226,observation,1,,1,0
2227,partly,1,,,1
2228,premises,1,,,1
2229,coursestudents,1,,,1
2230,attitudesprogression,1,,,1
2231,institutes,1,,1,0
2232,workplaces,1,,1,0
2233,artsstudents,1,,,1
2234,continuation,1,,,1
2235,levelin,1,,,1
2236,known,1,,,1
2237,venture,1,,,1
2238,veterinary,1,,,1
2239,empowers,1,,,1
2240,temporal,1,,1,0
2241,scalesit,1,,,1
2242,developmentin,1,,,1
2243,capabilities,1,,,1
2244,rained,1,,,1
2245,recently,1,,1,0
2246,anybody,1,,,1
2247,livecourse,1,,,1
2248,subsequent,1,,,1
2249,notice,1,,,1
2250,geographynext,1,,,1
2251,cartographervolcanologistseismologistmeteorologisturban,1,,,1
2252,etc,1,,,1
2253,geographyuniversity,1,,,1
2254,governmental,1,,1,0
2255,ngos,1,,,1
2256,coursesubject,1,,,1
2257,environmentsection,1,,,1
2258,multivariate,1,,,1
2259,stronger,1,,,1
2260,valid,1,,,1
2261,generalisations,1,,,1
2262,abstractions,1,,,1
2263,frameworks,1,,,1
2264,running,1,,,1
2265,parallel,1,,,1
2266,boys,1,,,1
2267,environmentgeography,1,,,1
2268,accumulation,1,,,1
2269,behaviours,1,,,1
