time_period,time_identifier,version,geographic_level,country_code,country_name,characteristic_gender,table,school_type,characteristic_admission_type,characteristic_religious_denomination,subject,qualification_type,subject_entry,total_achieving_9_1,total_achieving_9_4,total_achieving_9_5,total_achieving_a_b,total_achieving_a_e,total_achieving_level_1_pass,total_achieving_level_2_pass,percentage_achieving_9_1,percentage_achieving_9_4,percentage_achieving_9_5,percentage_achieving_a_b,percentage_achieving_a_e,percentage_achieving_level_1_pass,percentage_achieving_level_2_pass
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,"English, mathematics & science",GCSE,2054,1777,546,219,z,z,z,z,87,27,11,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,Film Studies,GCSE,16,15,7,3,z,z,z,z,94,44,19,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,Film Studies,GCSE,3,2,1,0,z,z,z,z,67,33,0,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,Film Studies,GCSE,19,17,8,3,z,z,z,z,89,42,16,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,Food Preparation & Nutrition,GCSE,240,215,87,45,z,z,z,z,90,36,19,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,Food Preparation & Nutrition,GCSE,88,83,42,21,z,z,z,z,94,48,24,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,Food Preparation & Nutrition,GCSE,328,298,129,66,z,z,z,z,91,39,20,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,French,GCSE,35,34,26,22,z,z,z,z,97,74,63,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,French,GCSE,8,8,8,7,z,z,z,z,100,100,88,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,French,GCSE,43,42,34,29,z,z,z,z,98,79,67,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,Geography,GCSE,266,239,130,69,z,z,z,z,90,49,26,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,Geography,GCSE,71,61,32,25,z,z,z,z,86,45,35,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,Geography,GCSE,337,300,162,94,z,z,z,z,89,48,28,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,German,GCSE,2,2,2,1,z,z,z,z,100,100,50,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,German,GCSE,4,4,4,2,z,z,z,z,100,100,50,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,German,GCSE,6,6,6,3,z,z,z,z,100,100,50,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,History,GCSE,387,373,183,110,z,z,z,z,96,47,28,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,History,GCSE,77,70,41,26,z,z,z,z,91,53,34,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,History,GCSE,464,443,224,136,z,z,z,z,95,48,29,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,Mathematics,GCSE,3223,2932,1146,482,z,z,z,z,91,36,15,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,Mathematics,GCSE,748,663,259,126,z,z,z,z,89,35,17,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,Mathematics,GCSE,3971,3595,1405,608,z,z,z,z,91,35,15,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,Mathematics & science,GCSE,1900,1685,575,245,z,z,z,z,89,30,13,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,Mathematics & science,GCSE,459,401,140,65,z,z,z,z,87,31,14,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,Mathematics & science,GCSE,2359,2086,715,310,z,z,z,z,88,30,13,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,Media/Film/TV,GCSE,42,40,18,11,z,z,z,z,95,43,26,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,Media/Film/TV,GCSE,11,9,3,3,z,z,z,z,82,27,27,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,Media/Film/TV,GCSE,53,49,21,14,z,z,z,z,92,40,26,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,Music,GCSE,50,45,35,29,z,z,z,z,90,70,58,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,Music,GCSE,12,12,8,5,z,z,z,z,100,67,42,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,Music,GCSE,62,57,43,34,z,z,z,z,92,69,55,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,Other Modern Languages,GCSE,6,6,6,6,z,z,z,z,100,100,100,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,Other Modern Languages,GCSE,3,3,3,2,z,z,z,z,100,100,67,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,Other Modern Languages,GCSE,9,9,9,8,z,z,z,z,100,100,89,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,Other Sciences,GCSE,7,7,3,3,z,z,z,z,100,43,43,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,Other Sciences,GCSE,3,3,1,1,z,z,z,z,100,33,33,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,Other Sciences,GCSE,10,10,4,4,z,z,z,z,100,40,40,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,Physical Education,GCSE,141,122,40,18,z,z,z,z,87,28,13,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,Physical Education,GCSE,7,7,4,4,z,z,z,z,100,57,57,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,Physical Education,GCSE,148,129,44,22,z,z,z,z,87,30,15,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,Physics,GCSE,156,148,86,50,z,z,z,z,95,55,32,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,Physics,GCSE,32,32,18,15,z,z,z,z,100,56,47,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,Physics,GCSE,188,180,104,65,z,z,z,z,96,55,35,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,Religious Studies,GCSE,81,67,30,14,z,z,z,z,83,37,17,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,Religious Studies,GCSE,27,26,14,12,z,z,z,z,96,52,44,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,Religious Studies,GCSE,108,93,44,26,z,z,z,z,86,41,24,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,Social Studies,GCSE,233,204,92,44,z,z,z,z,88,39,19,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,Social Studies,GCSE,70,64,29,18,z,z,z,z,91,41,26,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,Social Studies,GCSE,303,268,121,62,z,z,z,z,88,40,20,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,Spanish,GCSE,10,10,6,3,z,z,z,z,100,60,30,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,Spanish,GCSE,6,6,3,2,z,z,z,z,100,50,33,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,Spanish,GCSE,16,16,9,5,z,z,z,z,100,56,31,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All special schools,Total,Total,Statistics,GCSE,108,85,45,29,z,z,z,z,79,42,27,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All special schools,Total,Total,Statistics,GCSE,12,11,6,4,z,z,z,z,92,50,33,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All special schools,Total,Total,Statistics,GCSE,120,96,51,33,z,z,z,z,80,43,28,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Ancient History,GCSE,167,167,167,167,z,z,z,z,100,100,100,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Ancient History,GCSE,32,32,32,29,z,z,z,z,100,100,91,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Ancient History,GCSE,199,199,199,196,z,z,z,z,100,100,98,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Any classical study,GCSE,3930,3922,3880,3770,z,z,z,z,100,99,96,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Any classical study,GCSE,3791,3789,3758,3679,z,z,z,z,100,99,97,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Any classical study,GCSE,7721,7711,7638,7449,z,z,z,z,100,99,96,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Any design & technology,GCSE,5165,5154,5000,4636,z,z,z,z,100,97,90,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Any design & technology,GCSE,3546,3540,3514,3408,z,z,z,z,100,99,96,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Any design & technology,GCSE,8711,8694,8514,8044,z,z,z,z,100,98,92,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Any modern language,GCSE,8747,8724,8452,7679,z,z,z,z,100,97,88,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Any modern language,GCSE,11379,11358,11214,10656,z,z,z,z,100,99,94,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Any modern language,GCSE,20126,20082,19666,18335,z,z,z,z,100,98,91,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Any science,GCSE,14247,14135,13318,12049,z,z,z,z,99,93,85,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Any science,GCSE,13792,13735,13259,12389,z,z,z,z,100,96,90,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Any science,GCSE,28039,27870,26577,24438,z,z,z,z,99,95,87,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Any subject,GCSE,23746,23629,22929,22180,z,z,z,z,100,97,93,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Any subject,GCSE,22729,22685,22410,22152,z,z,z,z,100,99,97,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Any subject,GCSE,46475,46314,45339,44332,z,z,z,z,100,98,95,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Art and Design,GCSE,4215,4183,4008,3678,z,z,z,z,99,95,87,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Art and Design,GCSE,8629,8610,8516,8280,z,z,z,z,100,99,96,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Art and Design,GCSE,12844,12793,12524,11958,z,z,z,z,100,98,93,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Biblical Hebrew,GCSE,98,92,86,77,z,z,z,z,94,88,79,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Biblical Hebrew,GCSE,294,294,279,253,z,z,z,z,100,95,86,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Biblical Hebrew,GCSE,392,386,365,330,z,z,z,z,98,93,84,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Biology,GCSE,6310,6279,6058,5747,z,z,z,z,100,96,91,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Biology,GCSE,6794,6773,6656,6471,z,z,z,z,100,98,95,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Biology,GCSE,13104,13052,12714,12218,z,z,z,z,100,97,93,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Business,GCSE,2846,2837,2647,2394,z,z,z,z,100,93,84,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Business,GCSE,2097,2094,2010,1846,z,z,z,z,100,96,88,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Business,GCSE,4943,4931,4657,4240,z,z,z,z,100,94,86,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Chemistry,GCSE,6211,6204,6126,5877,z,z,z,z,100,99,95,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Chemistry,GCSE,6271,6267,6232,6064,z,z,z,z,100,99,97,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Chemistry,GCSE,12482,12471,12358,11941,z,z,z,z,100,99,96,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Classical Civilisation,GCSE,1120,1119,1096,1019,z,z,z,z,100,98,91,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Classical Civilisation,GCSE,1031,1029,1016,985,z,z,z,z,100,99,96,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Classical Civilisation,GCSE,2151,2148,2112,2004,z,z,z,z,100,98,93,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Classical Greek,GCSE,512,509,509,509,z,z,z,z,99,99,99,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Classical Greek,GCSE,344,344,344,341,z,z,z,z,100,100,99,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Classical Greek,GCSE,856,853,853,850,z,z,z,z,100,100,99,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Combined Science,GCSE,5478,5411,4858,3867,z,z,z,z,99,89,71,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Combined Science,GCSE,5891,5855,5496,4778,z,z,z,z,99,93,81,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Combined Science,GCSE,11369,11266,10354,8645,z,z,z,z,99,91,76,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Computer Science,GCSE,3242,3230,3121,2890,z,z,z,z,100,96,89,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Computer Science,GCSE,1553,1548,1505,1435,z,z,z,z,100,97,92,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Computer Science,GCSE,4795,4778,4626,4325,z,z,z,z,100,96,90,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Dance,GCSE,41,41,39,37,z,z,z,z,100,95,90,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Dance,GCSE,369,368,365,354,z,z,z,z,100,99,96,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Dance,GCSE,410,409,404,391,z,z,z,z,100,99,95,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Design & Technology,GCSE,4495,4491,4375,4091,z,z,z,z,100,97,91,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Design & Technology,GCSE,2051,2046,2033,1978,z,z,z,z,100,99,96,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Design & Technology,GCSE,6546,6537,6408,6069,z,z,z,z,100,98,93,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Drama,GCSE,2265,2262,2212,2096,z,z,z,z,100,98,93,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Drama,GCSE,4147,4144,4116,4029,z,z,z,z,100,99,97,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Drama,GCSE,6412,6406,6328,6125,z,z,z,z,100,99,96,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Economics,GCSE,202,202,199,175,z,z,z,z,100,99,87,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Economics,GCSE,149,149,147,137,z,z,z,z,100,99,92,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Economics,GCSE,351,351,346,312,z,z,z,z,100,99,89,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Engineering,GCSE,35,35,35,33,z,z,z,z,100,100,94,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Engineering,GCSE,5,5,5,4,z,z,z,z,100,100,80,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Engineering,GCSE,40,40,40,37,z,z,z,z,100,100,93,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,English & mathematics,GCSE,6495,6355,5437,4397,z,z,z,z,98,84,68,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,English & mathematics,GCSE,6727,6665,6187,5377,z,z,z,z,99,92,80,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,English & mathematics,GCSE,13222,13020,11624,9774,z,z,z,z,98,88,74,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,English Language,GCSE,10737,10602,9689,8633,z,z,z,z,99,90,80,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,English Language,GCSE,11380,11323,10975,10381,z,z,z,z,99,96,91,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,English Language,GCSE,22117,21925,20664,19014,z,z,z,z,99,93,86,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,English Literature,GCSE,8629,8586,8247,7469,z,z,z,z,100,96,87,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,English Literature,GCSE,10106,10091,9914,9442,z,z,z,z,100,98,93,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,English Literature,GCSE,18735,18677,18161,16911,z,z,z,z,100,97,90,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,"English, mathematics & science",GCSE,5450,5338,4656,3717,z,z,z,z,98,85,68,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,"English, mathematics & science",GCSE,5716,5671,5255,4491,z,z,z,z,99,92,79,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,"English, mathematics & science",GCSE,11166,11009,9911,8208,z,z,z,z,99,89,74,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Film Studies,GCSE,90,90,84,72,z,z,z,z,100,93,80,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Film Studies,GCSE,43,43,42,37,z,z,z,z,100,98,86,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Film Studies,GCSE,133,133,126,109,z,z,z,z,100,95,82,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Food Preparation & Nutrition,GCSE,786,778,733,626,z,z,z,z,99,93,80,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Food Preparation & Nutrition,GCSE,1571,1570,1555,1498,z,z,z,z,100,99,95,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Food Preparation & Nutrition,GCSE,2357,2348,2288,2124,z,z,z,z,100,97,90,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,French,GCSE,3332,3330,3214,2915,z,z,z,z,100,96,87,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,French,GCSE,4531,4529,4481,4267,z,z,z,z,100,99,94,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,French,GCSE,7863,7859,7695,7182,z,z,z,z,100,98,91,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Geography,GCSE,8048,8041,7875,7463,z,z,z,z,100,98,93,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Geography,GCSE,7343,7325,7233,7007,z,z,z,z,100,99,95,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Geography,GCSE,15391,15366,15108,14470,z,z,z,z,100,98,94,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,German,GCSE,1127,1125,1105,1038,z,z,z,z,100,98,92,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,German,GCSE,1385,1385,1381,1343,z,z,z,z,100,100,97,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,German,GCSE,2512,2510,2486,2381,z,z,z,z,100,99,95,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,History,GCSE,4033,4020,3789,3450,z,z,z,z,100,94,86,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,History,GCSE,4685,4676,4559,4363,z,z,z,z,100,97,93,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,History,GCSE,8718,8696,8348,7813,z,z,z,z,100,96,90,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Latin,GCSE,2764,2763,2747,2723,z,z,z,z,100,99,99,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Latin,GCSE,2496,2496,2493,2472,z,z,z,z,100,100,99,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Latin,GCSE,5260,5259,5240,5195,z,z,z,z,100,100,99,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Mathematics,GCSE,8388,8264,7376,6291,z,z,z,z,99,88,75,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Mathematics,GCSE,8344,8284,7791,6933,z,z,z,z,99,93,83,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Mathematics,GCSE,16732,16548,15167,13224,z,z,z,z,99,91,79,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Mathematics & science,GCSE,6536,6419,5710,4730,z,z,z,z,98,87,72,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Mathematics & science,GCSE,6891,6841,6404,5570,z,z,z,z,99,93,81,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Mathematics & science,GCSE,13427,13260,12114,10300,z,z,z,z,99,90,77,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Media/Film/TV,GCSE,262,260,243,216,z,z,z,z,99,93,82,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Media/Film/TV,GCSE,232,229,224,213,z,z,z,z,99,97,92,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Media/Film/TV,GCSE,494,489,467,429,z,z,z,z,99,95,87,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Music,GCSE,1995,1991,1972,1914,z,z,z,z,100,99,96,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Music,GCSE,2317,2315,2305,2258,z,z,z,z,100,99,97,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Music,GCSE,4312,4306,4277,4172,z,z,z,z,100,99,97,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Other Modern Languages,GCSE,1958,1943,1890,1794,z,z,z,z,99,97,92,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Other Modern Languages,GCSE,2307,2300,2251,2169,z,z,z,z,100,98,94,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Other Modern Languages,GCSE,4265,4243,4141,3963,z,z,z,z,99,97,93,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Other Sciences,GCSE,440,440,439,425,z,z,z,z,100,100,97,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Girls,S7,All independent schools,Total,Total,Other Sciences,GCSE,101,101,100,99,z,z,z,z,100,99,98,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Total,S7,All independent schools,Total,Total,Other Sciences,GCSE,541,541,539,524,z,z,z,z,100,100,97,z,z,z,z
202021,Academic year,Revised,National,E92000001,England,Boys,S7,All independent schools,Total,Total,Physical Education,GCSE,4082,4076,3954,3619,z,z,z,z,100,97,89,z,z,z,z
